year,farm,block,Treatment,pollenMix,No.visits,initial,final
2017,savio,bir,C,na,na,0,0
2017,savio,bir,C,na,na,0,0
2018,fastfruit,pit,C,na,na,0,0
2018,fastfruit,pit,C,na,na,0,0
2018,fastfruit,pit,C,na,na,0,0
2018,fastfruit,pit,C,na,na,0,0
2018,fastfruit,pit,C,na,na,0,0
2018,fastfruit,pit,C,na,na,0,0
2018,fastfruit,pit,C,na,na,0,0
2018,fastfruit,pit,C,na,na,0,0
2018,fastfruit,pit,C,na,na,0,0
2018,fastfruit,pit,C,na,na,0,0
2018,fastfruit,pit,C,na,na,0,0
2018,fastfruit,pit,C,na,na,0,0
2018,fastfruit,pit,C,na,na,0,0
2018,fastfruit,pit,C,na,na,0,0
2018,fastfruit,pit,C,na,na,0,0
2018,fastfruit,pit,C,na,na,0,0
2018,fastfruit,pit,C,na,na,0,0
2018,fastfruit,pit,C,na,na,0,0
2018,fastfruit,pit,C,na,na,0,0
2018,fastfruit,pit,C,na,na,0,0
2018,fastfruit,pit,C,na,na,0,0
2018,fastfruit,pit,C,na,na,0,0
2018,fastfruit,pit,C,na,na,0,0
2018,fastfruit,pit,C,na,na,0,0
2018,fastfruit,pit,C,na,na,0,0
2018,fastfruit,pit,C,na,na,0,0
2018,fastfruit,pit,C,na,na,0,0
2018,rizzatto,cos,C,na,na,0,0
2018,rizzatto,cos,C,na,na,0,0
2018,rizzatto,cos,C,na,na,0,0
2018,rizzatto,cos,C,na,na,0,0
2018,rizzatto,cos,C,na,na,0,0
2018,rizzatto,cos,C,na,na,0,0
2018,rizzatto,cos,C,na,na,0,0
2018,rizzatto,cos,C,na,na,0,0
2018,rizzatto,cos,C,na,na,0,0
2018,rizzatto,cos,C,na,na,0,0
2018,rizzatto,cos,C,na,na,0,0
2018,rizzatto,cos,C,na,na,0,0
2018,rizzatto,cos,C,na,na,0,0
2018,rizzatto,cos,C,na,na,0,0
2018,rizzatto,cos,C,na,na,0,0
2018,rizzatto,cos,C,na,na,0,0
2018,rizzatto,cos,C,na,na,0,0
2018,rizzatto,cos,C,na,na,0,0
2018,rizzatto,cos,C,na,na,0,0
2018,rizzatto,cos,C,na,na,0,0
2018,rizzatto,cos,C,na,na,0,0
2018,rizzatto,cos,C,na,na,0,0
2018,rizzatto,cos,C,na,na,0,0
2018,savio,bir,C,na,na,0,0
2018,savio,bir,C,na,na,0,0
2018,savio,bir,C,na,na,0,0
2018,savio,bir,C,na,na,0,0
2018,savio,bir,C,na,na,0,0
2018,savio,bir,C,na,na,0,0
2018,savio,bir,C,na,na,0,0
2018,savio,bir,C,na,na,0,0
2018,savio,bir,C,na,na,0,0
2018,savio,bir,C,na,na,0,0
2018,savio,bir,C,na,na,0,0
2018,savio,bir,C,na,na,0,0
2018,savio,bir,C,na,na,0,0
2018,savio,bir,C,na,na,0,0
2018,savio,bir,C,na,na,0,0
2018,savio,bir,C,na,na,0,0
2018,savio,bir,C,na,na,0,0
2018,savio,bir,C,na,na,0,0
2018,savio,bir,C,na,na,0,0
2018,savio,bir,C,na,na,0,0
2018,savio,bir,C,na,na,0,0
2018,savio,bir,C,na,na,0,0
2018,aeroview,hb2,C,na,na,0,0
2018,aeroview,hb2,C,na,na,0,0
2018,aeroview,hb2,C,na,na,0,0
2018,aeroview,hb2,C,na,na,0,0
2018,aeroview,hb2,C,na,na,0,0
2018,aeroview,hb2,C,na,na,0,0
2018,aeroview,hb2,C,na,na,0,0
2018,aeroview,hb2,C,na,na,0,0
2018,aeroview,hb2,C,na,na,0,0
2018,aeroview,hb2,C,na,na,1,0
2018,aeroview,hb2,C,na,na,0,0
2018,aeroview,hb2,C,na,na,0,0
2018,aeroview,hb2,C,na,na,0,0
2018,aeroview,hb2,C,na,na,0,0
2018,aeroview,hb2,C,na,na,0,0
2018,aeroview,hb2,C,na,na,0,0
2018,aeroview,hb2,C,na,na,0,0
2018,aeroview,hb2,C,na,na,0,0
2018,aeroview,hb2,C,na,na,0,0
2018,aeroview,hb2,C,na,na,0,0
2018,ausfarm,v1,C,na,na,0,0
2018,ausfarm,v1,C,na,na,0,0
2018,ausfarm,v1,C,na,na,0,0
2018,ausfarm,v1,C,na,na,1,1
2018,ausfarm,v1,C,na,na,0,0
2018,ausfarm,v1,C,na,na,0,0
2018,ausfarm,v1,C,na,na,0,0
2018,ausfarm,v1,C,na,na,0,0
2018,ausfarm,v1,C,na,na,1,1
2018,ausfarm,v1,C,na,na,0,0
2018,ausfarm,v1,C,na,na,0,0
2018,ausfarm,v1,C,na,na,1,0
2018,ausfarm,v1,C,na,na,0,0
2018,ausfarm,v1,C,na,na,0,0
2018,ausfarm,v1,C,na,na,0,0
2018,ausfarm,v1,C,na,na,0,0
2018,ausfarm,v1,C,na,na,0,0
2018,ausfarm,v1,C,na,na,0,0
2018,ausfarm,v1,C,na,na,0,0
2018,ausfarm,v1,C,na,na,0,0
2018,ausfarm,acr,C,na,na,0,0
2018,ausfarm,acr,C,na,na,0,0
2018,ausfarm,acr,C,na,na,0,0
2018,ausfarm,acr,C,na,na,0,0
2018,ausfarm,acr,C,na,na,0,0
2018,ausfarm,acr,C,na,na,0,0
2018,ausfarm,acr,C,na,na,0,0
2018,ausfarm,acr,C,na,na,0,0
2018,ausfarm,acr,C,na,na,0,0
2018,ausfarm,acr,C,na,na,0,0
2018,ausfarm,acr,C,na,na,0,0
2018,ausfarm,acr,C,na,na,0,0
2018,ausfarm,acr,C,na,na,0,0
2018,ausfarm,acr,C,na,na,0,0
2018,ausfarm,acr,C,na,na,0,0
2018,ausfarm,acr,C,na,na,0,0
2018,ausfarm,acr,C,na,na,0,0
2018,ausfarm,acr,C,na,na,0,0
2018,ausfarm,acr,C,na,na,0,0
2018,ausfarm,acr,C,na,na,0,0
2018,ausfarm,acr,C,na,na,0,0
2018,ausfarm,acr,C,na,na,0,0
2018,ausfarm,acr,C,na,na,0,0
2018,savio,for,C,na,na,0,0
2018,savio,for,C,na,na,0,0
2018,savio,for,C,na,na,0,0
2018,savio,for,C,na,na,0,0
2018,savio,for,C,na,na,0,0
2018,savio,for,C,na,na,0,0
2018,savio,for,C,na,na,0,0
2018,savio,for,C,na,na,0,0
2018,savio,for,C,na,na,0,0
2018,savio,for,C,na,na,0,0
2018,savio,for,C,na,na,0,0
2018,savio,for,C,na,na,0,0
2018,savio,for,C,na,na,0,0
2018,savio,for,C,na,na,0,0
2018,savio,for,C,na,na,0,0
2018,savio,for,C,na,na,0,0
2018,savio,for,C,na,na,0,0
2018,savio,for,C,na,na,0,0
2017,aeroview,hb2,HP,mix,na,1,1
2017,aeroview,hb2,HP,mix,na,1,1
2017,aeroview,hb2,HP,mix,na,1,1
2017,aeroview,hb2,HP,mix,na,1,1
2017,aeroview,hb2,HP,mix,na,1,1
2017,aeroview,hb2,HP,mix,na,1,1
2017,aeroview,hb2,HP,mix,na,1,1
2017,aeroview,hb2,HP,mix,na,1,1
2017,aeroview,hb2,HP,mix,na,1,1
2017,aeroview,hb2,HP,mix,na,1,1
2017,aeroview,hb2,HP,mix,na,1,1
2017,aeroview,hb2,HP,mix,na,1,1
2017,aeroview,hb2,HP,mix,na,0,1
2017,aeroview,hb2,HP,mix,na,1,1
2017,aeroview,hb2,HP,mix,na,1,0
2017,aeroview,hb2,HP,mix,na,1,0
2017,aeroview,hb2,HP,mix,na,1,0
2017,aeroview,hb2,HP,mix,na,1,0
2017,aeroview,hb2,HP,mix,na,0,0
2017,aeroview,hb2,HP,mix,na,0,0
2017,ausfarm,acr,HP,mix,na,1,1
2017,ausfarm,acr,HP,mix,na,1,1
2017,ausfarm,acr,HP,mix,na,1,1
2017,ausfarm,acr,HP,mix,na,1,1
2017,ausfarm,acr,HP,mix,na,1,1
2017,ausfarm,acr,HP,mix,na,1,1
2017,ausfarm,acr,HP,mix,na,1,1
2017,ausfarm,Bert,HP,mix,na,1,1
2017,ausfarm,Bert,HP,mix,na,1,1
2017,ausfarm,Bert,HP,mix,na,1,1
2017,ausfarm,Bert,HP,mix,na,1,1
2017,ausfarm,Bert,HP,mix,na,1,1
2017,ausfarm,Bert,HP,mix,na,1,0
2017,ausfarm,Bert,HP,mix,na,1,0
2017,ausfarm,Bert,HP,mix,na,1,0
2017,ausfarm,Bert,HP,mix,na,1,0
2017,ausfarm,Bert,HP,mix,na,1,0
2017,fastfruit,pit,HP,mix,na,1,1
2017,fastfruit,pit,HP,mix,na,1,1
2017,fastfruit,pit,HP,mix,na,1,1
2017,fastfruit,pit,HP,mix,na,1,1
2017,fastfruit,pit,HP,mix,na,0,1
2017,fastfruit,pit,HP,mix,na,0,1
2017,fastfruit,pit,HP,mix,na,1,1
2017,fastfruit,pit,HP,mix,na,1,1
2017,fastfruit,pit,HP,mix,na,1,1
2017,fastfruit,pit,HP,mix,na,1,1
2017,Nicoletti,23,HP,mix,na,1,1
2017,Nicoletti,23,HP,mix,na,1,1
2017,Nicoletti,23,HP,mix,na,1,1
2017,Nicoletti,23,HP,mix,na,1,1
2017,Nicoletti,23,HP,mix,na,1,1
2017,Nicoletti,23,HP,mix,na,1,1
2017,Nicoletti,23,HP,mix,na,0,1
2017,Nicoletti,23,HP,mix,na,1,1
2017,Nicoletti,23,HP,mix,na,1,1
2017,Nicoletti,23,HP,mix,na,1,1
2017,Nicoletti,23,HP,mix,na,1,1
2017,Nicoletti,23,HP,mix,na,1,1
2017,Nicoletti,23,HP,mix,na,1,0
2017,Nicoletti,23,HP,mix,na,1,0
2017,Nicoletti,23,HP,mix,na,1,0
2017,Nicoletti,23,HP,mix,na,1,0
2017,Nicoletti,23,HP,mix,na,1,0
2017,Nicoletti,23,HP,mix,na,1,0
2017,savio,bir,HP,mix,na,1,1
2017,savio,bir,HP,mix,na,1,1
2017,savio,bir,HP,mix,na,1,1
2017,savio,bir,HP,mix,na,0,1
2017,savio,bir,HP,mix,na,0,1
2017,savio,bir,HP,mix,na,0,1
2017,savio,bir,HP,mix,na,1,1
2017,savio,bir,HP,mix,na,1,1
2017,savio,bir,HP,mix,na,1,1
2017,savio,bir,HP,mix,na,1,1
2017,savio,bir,HP,mix,na,1,1
2017,savio,bir,HP,mix,na,1,1
2017,savio,bir,HP,mix,na,1,1
2017,savio,bir,HP,mix,na,1,1
2017,savio,bir,HP,mix,na,1,1
2018,savio,for,HP,PL_mix,na,0,0
2018,savio,for,HP,PL_mix,na,1,1
2018,savio,for,HP,mix,na,1,0
2018,savio,for,HP,mix,na,1,1
2018,savio,for,HP,mix,na,1,0
2018,savio,for,HP,mix,na,1,0
2018,savio,for,HP,mix,na,1,1
2018,savio,for,HP,mix,na,0,0
2018,savio,for,HP,mix,na,0,0
2018,savio,for,HP,mix,na,0,0
2018,savio,for,HP,mix,na,0,0
2018,savio,for,HP,PL_mix,na,0,0
2018,savio,for,HP,mix,na,0,0
2018,savio,for,HP,mix,na,1,1
2018,savio,for,HP,mix,na,1,1
2018,savio,for,HP,mix,na,1,0
2018,savio,for,HP,mix,na,0,0
2018,savio,for,HP,mix,na,1,1
2018,savio,for,HP,mix,na,1,1
2018,savio,for,HP,mix,na,1,0
2018,savio,for,HP,mix,na,0,0
2018,savio,for,HP,mix,na,0,0
2018,savio,for,HP,PL_mix,na,0,0
2018,savio,for,HP,mix,na,0,0
2018,savio,for,HP,mix,na,0,0
2018,savio,for,HP,mix,na,0,0
2018,savio,for,HP,mix,na,1,1
2018,savio,for,HP,mix,na,1,1
2018,savio,for,HP,mix,na,1,0
2018,savio,for,HP,PL_mix,na,1,0
2018,savio,for,HP,PL_mix,na,0,0
2018,savio,for,HP,PL_mix,na,0,0
2018,savio,for,HP,PL_mix,na,0,0
2018,savio,for,HP,PL_mix,na,1,1
2018,savio,for,HP,PL_mix,na,0,0
2018,savio,for,HP,PL_mix,na,1,0
2018,savio,for,HP,PL_mix,na,1,0
2018,savio,for,HP,PL_mix,na,0,0
2018,savio,for,HP,PL_mix,na,1,0
2018,savio,for,HP,PL_mix,na,0,0
2018,savio,for,HP,PL_mix,na,0,0
2018,savio,for,HP,PL_mix,na,1,1
2018,savio,for,HP,PL_mix,na,1,1
2018,savio,for,HP,PL_mix,na,1,0
2018,savio,for,HP,PL_mix,na,0,0
2018,savio,for,HP,PL_mix,na,0,0
2018,savio,for,HP,PL_mix,na,0,0
2018,savio,for,HP,PL_mix,na,0,0
2018,savio,for,HP,PL_mix,na,0,0
2018,savio,for,HP,PL_mix,na,1,1
2018,savio,for,HP,PL_mix,na,1,1
2018,ausfarm,bri,HP,PL_mix,na,1,1
2018,ausfarm,bri,HP,PL_mix,na,1,1
2018,ausfarm,bri,HP,PL_mix,na,1,1
2018,ausfarm,bri,HP,PL_mix,na,1,1
2018,ausfarm,bri,HP,PL_mix,na,0,0
2018,ausfarm,bri,HP,PL_mix,na,1,1
2018,ausfarm,bri,HP,PL_mix,na,0,0
2018,ausfarm,bri,HP,PL_mix,na,1,0
2018,ausfarm,bri,HP,PL_mix,na,0,0
2018,ausfarm,bri,HP,PL_mix,na,1,1
2018,ausfarm,bri,HP,mix,na,0,0
2018,ausfarm,bri,HP,mix,na,1,1
2018,ausfarm,bri,HP,mix,na,1,0
2018,ausfarm,bri,HP,mix,na,1,1
2018,ausfarm,bri,HP,mix,na,1,0
2018,ausfarm,bri,HP,mix,na,1,0
2018,ausfarm,bri,HP,mix,na,0,0
2018,ausfarm,bri,HP,mix,na,0,0
2018,ausfarm,bri,HP,mix,na,0,0
2018,ausfarm,bri,HP,mix,na,1,1
2018,aeroview,hb2,HP,mix,na,1,1
2018,aeroview,hb2,HP,mix,na,1,1
2018,aeroview,hb2,HP,mix,na,1,1
2018,aeroview,hb2,HP,mix,na,1,0
2018,aeroview,hb2,HP,mix,na,1,1
2018,aeroview,hb2,HP,mix,na,1,0
2018,aeroview,hb2,HP,mix,na,0,0
2018,aeroview,hb2,HP,mix,na,1,1
2018,aeroview,hb2,HP,mix,na,1,1
2018,aeroview,hb2,HP,mix,na,1,0
2018,aeroview,hb2,HP,mix,na,1,1
2018,aeroview,hb2,HP,mix,na,1,1
2018,aeroview,hb2,HP,mix,na,0,0
2018,aeroview,hb2,HP,mix,na,0,0
2018,aeroview,hb2,HP,mix,na,1,1
2018,aeroview,hb2,HP,mix,na,1,0
2018,aeroview,hb2,HP,mix,na,1,0
2018,aeroview,hb2,HP,mix,na,1,1
2018,aeroview,hb2,HP,mix,na,1,0
2018,aeroview,hb2,HP,mix,na,1,0
2018,aeroview,hb2,HP,mix,na,1,1
2018,aeroview,hb2,HP,mix,na,1,1
2018,aeroview,hb2,HP,mix,na,1,1
2018,aeroview,hb2,HP,mix,na,0,0
2018,aeroview,hb2,HP,mix,na,1,1
2018,aeroview,hb2,HP,PL_mix,na,1,0
2018,aeroview,hb2,HP,PL_mix,na,1,1
2018,aeroview,hb2,HP,PL_mix,na,1,0
2018,aeroview,hb2,HP,PL_mix,na,1,0
2018,aeroview,hb2,HP,PL_mix,na,1,0
2018,aeroview,hb2,HP,PL_mix,na,1,0
2018,aeroview,hb2,HP,PL_mix,na,1,0
2018,aeroview,hb2,HP,PL_mix,na,1,1
2018,aeroview,hb2,HP,PL_mix,na,1,1
2018,aeroview,hb2,HP,PL_mix,na,1,0
2018,aeroview,hb2,HP,PL_mix,na,1,1
2018,aeroview,hb2,HP,PL_mix,na,1,1
2018,aeroview,hb2,HP,PL_mix,na,1,1
2018,aeroview,hb2,HP,PL_mix,na,0,0
2018,aeroview,hb2,HP,PL_mix,na,1,1
2018,aeroview,hb2,HP,PL_mix,na,1,1
2018,aeroview,hb2,HP,PL_mix,na,1,0
2018,aeroview,hb2,HP,PL_mix,na,1,1
2018,aeroview,hb2,HP,PL_mix,na,1,1
2018,aeroview,hb2,HP,PL_mix,na,1,0
2018,aeroview,hb2,HP,PL_mix,na,0,1
2018,aeroview,hb2,HP,PL_mix,na,0,0
2018,aeroview,hb2,HP,PL_mix,na,0,0
2018,aeroview,hb2,HP,PL_mix,na,0,0
2018,aeroview,hb2,HP,PL_mix,na,1,1
2018,fastfruit,pit,HP,mix,na,0,0
2018,fastfruit,pit,HP,mix,na,1,1
2018,fastfruit,pit,HP,mix,na,1,1
2018,fastfruit,pit,HP,mix,na,0,0
2018,fastfruit,pit,HP,mix,na,0,0
2018,fastfruit,pit,HP,mix,na,0,0
2018,fastfruit,pit,HP,mix,na,0,0
2018,fastfruit,pit,HP,mix,na,0,0
2018,fastfruit,pit,HP,mix,na,0,1
2018,fastfruit,pit,HP,mix,na,0,0
2018,fastfruit,pit,HP,mix,na,0,0
2018,fastfruit,pit,HP,mix,na,1,1
2018,savio,bir,HP,mix,na,0,0
2018,savio,bir,HP,mix,na,0,0
2018,savio,bir,HP,mix,na,0,0
2018,savio,bir,HP,mix,na,0,0
2018,savio,bir,HP,mix,na,0,0
2018,savio,bir,HP,mix,na,0,0
2018,savio,bir,HP,mix,na,0,0
2018,savio,bir,HP,mix,na,0,0
2018,savio,bir,HP,mix,na,0,0
2018,savio,bir,HP,mix,na,0,0
2018,savio,bir,HP,mix,na,0,0
2018,savio,bir,HP,mix,na,0,0
2018,savio,bir,HP,mix,na,0,1
2018,savio,bir,HP,mix,na,0,0
2018,savio,bir,HP,mix,na,0,1
2018,savio,bir,HP,mix,na,0,0
2018,savio,bir,HP,mix,na,0,0
2018,savio,bir,HP,mix,na,0,0
2018,savio,bir,HP,mix,na,0,0
2018,savio,bir,HP,mix,na,0,0
2018,rizzatto,cos,HP,mix,na,0,0
2018,rizzatto,cos,HP,mix,na,1,1
2018,rizzatto,cos,HP,PL_mix,na,1,1
2018,rizzatto,cos,HP,PL_mix,na,1,1
2018,rizzatto,cos,HP,PL_mix,na,1,0
2018,rizzatto,cos,HP,PL_mix,na,1,0
2018,rizzatto,cos,HP,PL_mix,na,1,0
2018,rizzatto,cos,HP,PL_mix,na,1,0
2018,rizzatto,cos,HP,PL_mix,na,0,0
2018,rizzatto,cos,HP,PL_mix,na,1,0
2018,rizzatto,cos,HP,PL_mix,na,1,1
2018,rizzatto,cos,HP,mix,na,1,1
2018,rizzatto,cos,HP,PL_mix,na,1,1
2018,rizzatto,cos,HP,PL_mix,na,1,1
2018,rizzatto,cos,HP,PL_mix,na,1,0
2018,rizzatto,cos,HP,PL_mix,na,1,1
2018,rizzatto,cos,HP,PL_mix,na,1,0
2018,rizzatto,cos,HP,PL_mix,na,1,1
2018,rizzatto,cos,HP,mix,na,0,0
2018,rizzatto,cos,HP,mix,na,1,0
2018,rizzatto,cos,HP,mix,na,1,1
2018,rizzatto,cos,HP,mix,na,1,0
2018,rizzatto,cos,HP,mix,na,1,0
2018,rizzatto,cos,HP,mix,na,1,1
2018,rizzatto,cos,HP,mix,na,1,0
2018,rizzatto,cos,HP,mix,na,1,1
2018,rizzatto,cos,HP,mix,na,0,0
2018,rizzatto,cos,HP,mix,na,1,0
2018,rizzatto,cos,HP,mix,na,1,0
2018,rizzatto,cos,HP,mix,na,1,1
2018,rizzatto,cos,HP,mix,na,1,0
2018,rizzatto,cos,HP,mix,na,1,0
2018,fastfruit,pit,HP,PL_mix,na,0,0
2018,fastfruit,pit,HP,PL_mix,na,1,1
2018,fastfruit,pit,HP,PL_mix,na,1,1
2018,fastfruit,pit,HP,PL_mix,na,1,0
2018,fastfruit,pit,HP,PL_mix,na,0,0
2018,fastfruit,pit,HP,PL_mix,na,0,0
2018,fastfruit,pit,HP,PL_mix,na,0,0
2018,fastfruit,pit,HP,PL_mix,na,0,0
2018,fastfruit,pit,HP,PL_mix,na,0,0
2018,fastfruit,pit,HP,PL_mix,na,0,0
2018,fastfruit,pit,HP,PL_mix,na,0,0
2018,fastfruit,pit,HP,PL_mix,na,1,1
2018,fastfruit,pit,HP,PL_mix,na,1,1
2018,fastfruit,pit,HP,PL_mix,na,0,1
2018,fastfruit,pit,HP,PL_mix,na,0,0
2018,fastfruit,pit,HP,PL_mix,na,0,0
2018,fastfruit,pit,HP,PL_mix,na,0,0
2018,fastfruit,pit,HP,PL_mix,na,0,0
2018,fastfruit,pit,HP,PL_mix,na,0,0
2018,fastfruit,pit,HP,PL_mix,na,1,1
2018,fastfruit,pit,HP,PL_mix,na,1,1
2018,fastfruit,pit,HP,PL_mix,na,0,0
2018,ausfarm,v1,HP,PL_mix,na,0,0
2018,ausfarm,v1,HP,PL_mix,na,0,0
2018,ausfarm,v1,HP,mix,na,0,0
2018,ausfarm,v1,HP,mix,na,1,1
2018,ausfarm,v1,HP,mix,na,1,1
2018,ausfarm,v1,HP,mix,na,1,0
2018,ausfarm,v1,HP,mix,na,0,0
2018,ausfarm,v1,HP,mix,na,0,0
2018,ausfarm,v1,HP,mix,na,1,1
2018,ausfarm,v1,HP,mix,na,1,1
2018,ausfarm,v1,HP,mix,na,1,1
2018,ausfarm,v1,HP,PL_mix,na,1,0
2018,ausfarm,v1,HP,mix,na,0,0
2018,ausfarm,v1,HP,mix,na,1,1
2018,ausfarm,v1,HP,mix,na,1,1
2018,ausfarm,v1,HP,mix,na,1,1
2018,ausfarm,v1,HP,mix,na,1,1
2018,ausfarm,v1,HP,mix,na,1,1
2018,ausfarm,v1,HP,mix,na,1,0
2018,ausfarm,v1,HP,mix,na,1,1
2018,ausfarm,v1,HP,mix,na,1,0
2018,ausfarm,v1,HP,mix,na,1,0
2018,ausfarm,v1,HP,PL_mix,na,1,0
2018,ausfarm,v1,HP,mix,na,0,0
2018,ausfarm,v1,HP,mix,na,0,0
2018,ausfarm,v1,HP,mix,na,0,0
2018,ausfarm,v1,HP,PL_mix,na,0,0
2018,ausfarm,v1,HP,PL_mix,na,0,0
2018,ausfarm,v1,HP,PL_mix,na,0,0
2018,ausfarm,v1,HP,PL_mix,na,1,0
2018,ausfarm,v1,HP,PL_mix,na,0,0
2018,ausfarm,v1,HP,PL_mix,na,0,0
2018,ausfarm,v1,HP,PL_mix,na,1,1
2018,ausfarm,v1,HP,PL_mix,na,0,0
2018,ausfarm,v1,HP,PL_mix,na,1,1
2018,ausfarm,v1,HP,PL_mix,na,0,0
2018,ausfarm,v1,HP,PL_mix,na,0,0
2018,ausfarm,v1,HP,PL_mix,na,0,0
2018,ausfarm,v1,HP,PL_mix,na,0,0
2018,ausfarm,v1,HP,PL_mix,na,0,0
2018,ausfarm,v1,HP,PL_mix,na,1,1
2018,ausfarm,v1,HP,PL_mix,na,0,0
2018,ausfarm,acr,HP,mix,na,0,0
2018,ausfarm,acr,HP,mix,na,0,0
2018,ausfarm,acr,HP,PL_mix,na,0,0
2018,ausfarm,acr,HP,PL_mix,na,1,1
2018,ausfarm,acr,HP,PL_mix,na,0,0
2018,ausfarm,acr,HP,PL_mix,na,1,1
2018,ausfarm,acr,HP,PL_mix,na,1,1
2018,ausfarm,acr,HP,PL_mix,na,1,1
2018,ausfarm,acr,HP,PL_mix,na,1,1
2018,ausfarm,acr,HP,PL_mix,na,1,0
2018,ausfarm,acr,HP,PL_mix,na,1,0
2018,ausfarm,acr,HP,mix,na,0,0
2018,ausfarm,acr,HP,PL_mix,na,1,1
2018,ausfarm,acr,HP,PL_mix,na,1,1
2018,ausfarm,acr,HP,PL_mix,na,1,0
2018,ausfarm,acr,HP,PL_mix,na,0,0
2018,ausfarm,acr,HP,PL_mix,na,0,0
2018,ausfarm,acr,HP,PL_mix,na,1,1
2018,ausfarm,acr,HP,PL_mix,na,1,1
2018,ausfarm,acr,HP,PL_mix,na,1,0
2018,ausfarm,acr,HP,PL_mix,na,1,0
2018,ausfarm,acr,HP,PL_mix,na,1,1
2018,ausfarm,acr,HP,mix,na,1,1
2018,ausfarm,acr,HP,PL_mix,na,0,0
2018,ausfarm,acr,HP,PL_mix,na,1,1
2018,ausfarm,acr,HP,PL_mix,na,1,1
2018,ausfarm,acr,HP,PL_mix,na,1,1
2018,ausfarm,acr,HP,mix,na,0,0
2018,ausfarm,acr,HP,mix,na,1,1
2018,ausfarm,acr,HP,mix,na,1,1
2018,ausfarm,acr,HP,mix,na,1,1
2018,ausfarm,acr,HP,mix,na,1,1
2018,ausfarm,acr,HP,mix,na,0,0
2018,ausfarm,acr,HP,mix,na,1,1
2018,ausfarm,acr,HP,mix,na,0,0
2018,ausfarm,acr,HP,mix,na,0,0
2018,ausfarm,acr,HP,mix,na,1,1
2018,ausfarm,acr,HP,mix,na,1,1
2018,ausfarm,acr,HP,mix,na,1,1
2018,ausfarm,acr,HP,mix,na,0,0
2018,ausfarm,acr,HP,mix,na,1,1
2018,ausfarm,acr,HP,mix,na,1,1
2018,ausfarm,acr,HP,mix,na,0,0
2018,ausfarm,acr,HP,mix,na,1,1
2018,ausfarm,acr,HP,mix,na,1,1
2018,ausfarm,acr,HP,mix,na,1,1
2018,savio,for,HP,PL,na,0,0
2018,savio,for,HP,PL,na,0,0
2018,savio,for,HP,PL,na,0,0
2018,savio,for,HP,PL,na,0,0
2018,savio,for,HP,PL,na,0,0
2018,savio,for,HP,PL,na,0,0
2018,savio,for,HP,PL,na,0,0
2018,savio,for,HP,PL,na,0,0
2018,savio,for,HP,PL,na,0,0
2018,savio,for,HP,PL,na,0,0
2018,savio,for,HP,PL,na,0,0
2018,savio,for,HP,PL,na,0,0
2018,savio,for,HP,PL,na,0,0
2018,savio,for,HP,PL,na,0,0
2018,savio,for,HP,PL,na,0,0
2018,savio,for,HP,PL,na,0,0
2018,savio,for,HP,PL,na,0,0
2018,savio,for,HP,PL,na,0,0
